DamFunctTbl_multiplier,ShipTbl1,ShipTbl2,ShipTbl3,climate scenarios,collaboration,fragility dikes,land use scenarios,model,policy,Flood damage (Milj. Euro),Number of casualties,Costs
0.019238172,0.055761864,0.069580049,-0.081926294,29,1.439223959,0.077346477,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,2366,215.202,232.0931672
0.068201753,0.024752587,-0.02750615,-0.011067128,22,1.32611245,-0.025240815,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,2561,103.6,232.0931672
-0.003459999,-0.081695445,-0.079041958,-0.033220412,1,1.447055297,0.006586125,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.019898483,0.016894172,-0.034900988,-0.057765095,28,1.532324855,0.065472964,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,509,86.3384,232.0931672
-0.039331506,0.016181475,-0.04354418,0.073671727,1,1.461418297,0.032061408,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.089346461,-0.096613849,-0.027764234,-0.001910814,20,1.247676315,-0.017191485,moreNature,waasmodel,Dike 2nd Q x 1.5,881,74.4,273.1507347
-0.029765521,0.092549057,-0.06426662,0.042265002,5,1.485664389,0.025640528,Deurbanization,waasmodel,Dike 2nd Q x 1.5,561,64.8,221.5431339
0.067572369,-0.089998612,0.084651849,-0.067725481,24,1.367295213,0.03047645,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,213.1616714
0.075415914,-0.082093338,-0.022469847,-0.070679508,29,1.564207461,0.083927955,moreNature,waasmodel,Dike 2nd Q x 1.5,2049,176.105,232.0931672
0.071621017,-0.081477584,0.064641327,0.084756758,29,1.386424562,0.081724279,Deurbanization,waasmodel,Dike 2nd Q x 1.5,1900,161.787,232.0931672
-0.03889618,-0.093859552,-0.099305681,-0.072551765,8,1.508303391,0.034118623,NoChange,waasmodel,Dike 2nd Q x 1.5,435,73.5448,232.0931672
0.062555646,-0.050925022,0.00939475,0.081486027,7,1.36403537,-0.084114484,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,140.8667284
0.029744858,0.065328974,-0.080532429,0.008835829,4,1.140255531,0.023912909,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,203.6475574
0.025241306,-0.035123675,0.020316402,0.010026041,29,1.104097932,0.059725399,moreNature,waasmodel,Dike 2nd Q x 1.5,1977,176.105,232.0931672
-0.015070983,0.022681828,-0.09539107,-0.074284785,18,1.42633921,0.025228219,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,501,85.4928,232.0931672
-0.05991648,-0.033826984,-0.093028858,-0.068572352,7,1.349349324,-0.029241827,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,140.8667284
0.091290566,-0.038462442,-0.086262354,0.0079651,6,1.261009718,0.012904191,moreNature,waasmodel,Dike 2nd Q x 1.5,0,0,230.8677212
0.000168497,0.051700989,0.026900436,-0.009121075,13,1.322520391,0.056230638,NoChange,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
0.02774916,-0.023278008,0.025117275,-0.04470191,16,1.379164714,0.011347574,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,0,0,222.9200875
-0.020920528,0.078694554,0.077559681,-0.056510451,25,1.291797009,-0.026484353,Deurbanization,waasmodel,Dike 2nd Q x 1.5,1510,127.892,294.1559956
-0.076412851,-0.009606304,0.041351489,-0.019013131,19,1.565711097,0.078212596,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,2452,249.3,232.0931672
-0.009047504,0.021640854,0.034321621,0.073412114,10,1.093078902,0.015228122,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,0,0,228.0781364
0.084099379,0.098281085,0.065980886,-0.005580745,29,1.045767734,-0.034068557,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,2874,253.305,232.0931672
0.054630953,-0.04561867,-0.062395181,-0.080648265,11,1.268689582,0.067898116,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.081009978,-0.02053346,-0.048025316,-0.092961376,20,1.547248929,-0.008344726,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,1227,104.451,273.1507347
-0.05680348,-0.01379765,0.098811439,-0.048670768,26,1.045123768,0.047060566,moreNature,waasmodel,Dike 2nd Q x 1.5,0,0,228.737103
-0.045003614,-0.077255182,-0.081608412,-0.066319404,20,1.208097183,0.019893732,NoChange,waasmodel,Dike 2nd Q x 1.5,924,74.4,273.1507347
0.094761971,-0.026773892,-0.010194047,0.018233481,27,1.234468448,0.08537984,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,230.9840666
0.001527071,-0.029793613,-0.056556426,0.056251672,25,1.05466132,0.095892904,Deurbanization,waasmodel,Dike 2nd Q x 1.5,1544,127.892,294.1559956
-0.005236451,-0.098913272,-0.053531223,-0.003591503,14,1.075049797,0.058126163,NoChange,waasmodel,Dike 2nd Q x 1.5,0,0,209.846272
0.048219105,-0.052668229,0.097133365,-0.069415838,22,1.034211124,-0.061240464,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,2541,103.6,232.0931672
0.005079948,0.067740793,0.047099806,0.030812936,10,1.276565601,0.0425831,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,228.0781364
0.05052919,-0.014529488,-0.034198789,-0.047752322,23,1.290126803,-0.080220305,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.054351154,-0.058007385,-0.019864116,0.012388554,11,1.038299212,0.09426141,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.083664034,0.099538303,-0.008049855,-0.064441053,2,1.13366492,-0.083965509,moreNature,waasmodel,Dike 2nd Q x 1.5,805,74.4,232.0931672
0.06785438,0.084050884,-0.030168059,0.076229272,10,1.483488277,-0.030398974,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,228.0781364
0.093770635,0.073910152,0.08350309,0.051426456,20,1.585270331,0.029320905,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,1305,96.0352,273.1507347
-0.044560088,0.09468593,0.068351755,-0.075962051,28,1.237532657,0.032505576,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,496,86.3384,232.0931672
0.033772668,0.035989906,0.008772611,-0.033126991,17,1.119065443,0.089663841,NoChange,waasmodel,Dike 2nd Q x 1.5,0,0,208.839227
-0.017496655,0.005218031,0.015802569,0.012928217,13,1.246451361,-0.04198322,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
0.076662033,-0.070577625,-0.074409248,0.03020315,22,1.493597739,0.075743945,Deurbanization,waasmodel,Dike 2nd Q x 1.5,2083,64.08,232.0931672
-0.091804714,-0.066727872,0.033439194,-0.027409703,26,1.006367764,-0.022513311,NoChange,waasmodel,Dike 2nd Q x 1.5,0,0,228.737103
0.056655789,0.004216951,-0.086614285,-0.091156437,7,1.081548334,-0.014344401,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,0,0,140.8667284
0.020077215,0.003957131,0.048613623,-0.041740859,5,1.533112882,-0.017529976,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,824,96,221.5431339
0.008528754,-0.088594551,0.00270733,0.044687878,24,1.425717116,0.055518443,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,0,0,213.1616714
-0.040096635,0.06368553,0.085165502,-0.067513385,14,1.282260588,0.05034003,NoChange,waasmodel,Dike 2nd Q x 1.5,0,0,209.846272
-0.047146446,0.014961159,-0.045217694,0.023572418,21,1.338506955,-0.009805592,moreNature,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.095300318,-0.054322456,0.025731313,0.095054199,13,1.158842029,0.067458035,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.070368739,-0.077769893,0.022729602,-0.034750446,27,1.156507556,0.061825354,NoChange,waasmodel,Dike 2nd Q x 1.5,0,0,230.9840666
0.043550222,-0.054439945,0.072462259,0.045538966,4,1.445258812,-0.00696589,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,203.6475574
0.037318749,0.02125613,0.083927335,-0.024072038,12,1.293940204,-0.063714662,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,2663,121.2,232.0931672
0.05298262,-0.096346878,0.023781533,0.007137251,23,1.436163857,0.01381637,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.015806778,-0.066356103,0.050750643,-0.091276279,10,1.500269599,0.061216465,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,228.0781364
0.03650837,0.091095004,0.088977051,0.068921009,2,1.595400345,0.030808229,Deurbanization,waasmodel,Dike 2nd Q x 1.5,1942,64.0016,232.0931672
0.014542322,0.029289105,-0.062844362,0.020997773,2,1.055306994,-0.008481488,Deurbanization,waasmodel,Dike 2nd Q x 1.5,1922,64.0016,232.0931672
-0.062435729,0.044597137,0.090903715,-0.010420983,17,1.506837839,-0.044007272,moreNature,waasmodel,Dike 2nd Q x 1.5,0,0,208.839227
0.03594697,-0.024466043,0.074568283,-0.071287391,26,1.430097722,-0.041009054,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,0,0,228.737103
-0.071028338,-0.052074965,-0.094523053,-0.063581608,10,1.571005205,-0.058450327,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,0,0,228.0781364
0.082234821,-0.01872653,-0.049346381,0.053479533,4,1.017176588,-0.082312792,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,203.6475574
-0.090315056,0.074597475,-0.037879872,0.008473048,25,1.538189884,-0.044569347,NoChange,waasmodel,Dike 2nd Q x 1.5,1677,161.175,294.1559956
-0.012351644,-0.060874797,-0.071945074,-0.057541802,15,1.377516531,0.066297715,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,850,98.4,231.3407144
-0.050829588,-0.069119456,0.037111213,-0.052012127,17,1.487973869,0.037798056,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,208.839227
-0.000601635,-0.098355977,-0.052560003,0.026870118,13,1.088759179,0.063737923,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.045988969,-0.03455824,0.006841267,0.057426059,27,1.270569223,0.063149126,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,0,0,230.9840666
-0.019019636,0.002580801,0.063489828,-0.084519573,18,1.536374427,0.022313525,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,499,85.4928,232.0931672
-0.010025853,0.01777161,0.045774419,-0.076795547,5,1.413970092,-0.095456006,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,833,98.4,221.5431339
-0.097066164,-0.057246529,-0.084409258,0.063131023,19,1.371675503,-0.018345417,moreNature,waasmodel,Dike 2nd Q x 1.5,772,106.4,232.0931672
0.092266084,0.029061811,-0.059670942,-0.026978322,10,1.591774833,0.042892698,moreNature,waasmodel,Dike 2nd Q x 1.5,0,0,228.0781364
0.003489482,-0.035767647,-0.063323152,-0.086067463,5,1.014067995,0.037578391,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,811,96,221.5431339
-0.052912311,-0.03180268,-0.026799352,-0.06671276,7,1.498357433,0.00131367,NoChange,waasmodel,Dike 2nd Q x 1.5,0,0,140.8667284
0.082840207,-0.093591781,-0.073996852,0.010861058,25,1.359033812,-0.026946622,Deurbanization,waasmodel,Dike 2nd Q x 1.5,1643,127.892,294.1559956
0.086353268,0.012238867,-0.049043146,0.078734928,21,1.216494534,-0.01464728,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.063254415,-0.045125933,-0.005692503,0.049522369,7,1.215973033,0.035530537,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,140.8667284
-0.02570463,-0.08904727,0.024569346,0.067755785,3,1.14277177,-0.054018717,NoChange,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
0.064956851,-0.001504557,0.042631296,0.063210688,1,1.460588262,-0.069158821,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.027982313,0.0158438,-0.026041963,-0.043657406,5,1.182165111,-0.01796912,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,800,96,221.5431339
0.0882624,0.082471275,-0.01558515,0.057632508,20,1.281622082,0.071215091,NoChange,waasmodel,Dike 2nd Q x 1.5,1017,74.4,273.1507347
-0.034797017,0.049541289,-0.073062149,0.00080734,18,1.107038969,-0.087516988,NoChange,waasmodel,Dike 2nd Q x 1.5,428,72.6928,232.0931672
-0.007019022,0.068194332,0.001754321,-0.02640606,9,1.504851749,-0.099204064,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,609,90.4,232.0931672
-0.094833407,-0.013023475,0.011973845,-0.050506499,5,1.562317176,0.030013977,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,762,98.4,221.5431339
-0.053520994,-0.007591344,-0.036488409,0.014737631,22,1.071786707,-0.078325464,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,1272,112.8,232.0931672
0.038248179,-0.015853265,0.058649775,0.078981136,14,1.339731552,0.031291438,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,209.846272
0.028053876,-0.013457629,0.069025844,-0.062402346,22,1.039649443,0.059342018,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,2695,121.2,232.0931672
-0.071567557,-0.000774124,-0.092260145,-0.039535793,3,1.416672093,-0.059057668,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.06892054,-0.081106662,-0.083562584,0.094032703,8,1.3621786,0.071879054,Deurbanization,waasmodel,Dike 2nd Q x 1.5,396,69.1724,232.0931672
0.047702427,0.085820914,-0.098938123,0.097636041,17,1.454934757,0.060301219,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,0,0,208.839227
-0.069331089,-0.095201316,0.034933627,0.036540038,1,1.354787794,-0.004062718,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
0.09030182,-0.047513875,0.093051489,-0.022696779,19,1.305754479,-0.091187902,NoChange,waasmodel,Dike 2nd Q x 1.5,928,106.4,232.0931672
0.052468291,0.062703342,-0.075251612,-0.095135143,15,1.451276832,-0.082720523,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,903,98.4,231.3407144
-0.058659969,0.072661009,0.047724597,-0.040729226,16,1.271697801,0.018803905,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,222.9200875
0.015274532,-0.025206535,0.012113316,-0.064210116,18,1.010708323,-0.038151395,moreNature,waasmodel,Dike 2nd Q x 1.5,450,72.6928,232.0931672
0.016240929,0.026453062,-0.028562094,-0.08915603,23,1.310005942,-0.046053129,moreNature,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
0.082555382,-0.094325637,0.060258815,-0.049545073,19,1.513509539,0.038725637,NoChange,waasmodel,Dike 2nd Q x 1.5,2246,201.3,232.0931672
0.076945231,-0.069369124,0.033815686,0.048553624,9,1.056480952,-0.013509197,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,652,90.4,232.0931672
0.013675725,0.008014587,-0.003002732,0.095904902,27,1.238089104,-0.021795225,moreNature,waasmodel,Dike 2nd Q x 1.5,0,0,230.9840666
-0.037914005,0.072275634,-0.001280656,0.003936745,21,1.275039276,0.040679344,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,825,9.52,232.0931672
0.062262389,-0.00624772,0.017004092,0.047195934,21,1.051653217,7.84E-05,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.013525359,0.080551116,-0.031935319,-0.040259949,18,1.111122676,-0.021489448,moreNature,waasmodel,Dike 2nd Q x 1.5,437,72.6928,232.0931672
-0.083122885,-0.071896798,0.073839666,-0.058138198,2,1.387835292,-0.053769893,moreNature,waasmodel,Dike 2nd Q x 1.5,1934,83.2016,232.0931672
0.034173243,0.023981212,0.057312079,0.026265206,3,1.449989282,0.028173869,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.004297424,0.059264057,0.017919325,0.01759927,19,1.269641232,0.084599119,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,3034,283.138,232.0931672
0.031521859,0.092355878,-0.011482539,0.085591539,6,1.315750658,0.069269337,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,230.8677212
-0.072082472,0.057890883,0.039279424,-0.098583821,16,1.085086752,0.040347119,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,0,0,222.9200875
-0.041042695,-0.080305431,0.054876051,0.077615584,2,1.02401988,-0.031770529,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,2231,103.5216,232.0931672
-0.097600716,0.098589285,0.055467247,-0.050128459,24,1.194998614,0.027208701,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,213.1616714
0.071132001,-0.043524413,-0.099848177,-0.01769303,11,1.186217486,0.09000803,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.076984508,0.008716842,0.025559035,0.049851807,15,1.079553549,0.067172438,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,795,98.4,231.3407144
0.046273999,-0.055857649,-0.066665308,0.006049131,8,1.032971257,0.073139486,NoChange,waasmodel,Dike 2nd Q x 1.5,474,73.5448,232.0931672
0.07335257,0.038846099,0.05199529,0.092606503,13,1.457959861,-0.003027403,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.030784655,0.059007518,-0.057124756,-0.02285772,29,1.303446538,-0.033028067,Deurbanization,waasmodel,Dike 2nd Q x 1.5,1749,161.787,232.0931672
0.057610692,-0.061425435,-0.017531119,0.01428568,26,1.304006903,0.009768421,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,228.737103
-0.036371165,0.052035838,0.052115486,-0.001330355,25,1.098185049,0.032942893,moreNature,waasmodel,Dike 2nd Q x 1.5,1776,161.175,294.1559956
-0.065272793,-0.028558274,0.056779157,-0.002667985,24,1.004770655,0.073907757,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,0,0,213.1616714
0.097899278,-0.076313352,0.098474131,-0.020930209,9,1.113273977,0.093478252,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,1086,127.2,232.0931672
-0.02309026,-0.070911813,0.061432667,0.004202906,16,1.023232737,-0.092227128,moreNature,waasmodel,Dike 2nd Q x 1.5,0,0,222.9200875
-0.091217111,-0.084583999,-0.044818198,-0.046437936,14,1.406170918,0.044433085,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,209.846272
-0.070689633,-0.08730623,-0.033054366,0.023722342,18,1.135001554,0.026968949,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,449,78.2928,232.0931672
0.00639727,0.069380938,-0.053993477,-0.074924355,12,1.158003502,-0.089945479,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,1265,112,232.0931672
-0.066771303,-0.062636421,0.077720047,-0.014114304,28,1.393678415,-0.076793934,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,486,85.4768,232.0931672
0.013502059,-0.063213782,0.029679651,-0.053573939,4,1.008586566,-0.001863798,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,203.6475574
0.059609592,-0.012113031,0.080192774,-0.01255749,23,1.587893419,-0.080989779,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.030217376,0.071018299,0.056827711,0.002449502,22,1.50238012,-0.011223282,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,2587,121.92,232.0931672
-0.025412846,-0.030703979,-0.068378629,-0.094619911,17,1.433943384,-0.053478927,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,208.839227
-0.005876099,-0.041459874,-0.069112175,-0.093862469,19,1.550457996,0.020406244,Deurbanization,waasmodel,Dike 2nd Q x 1.5,771,96.8,232.0931672
0.024053276,0.077864824,-0.006077481,-0.063657862,14,1.39949395,-0.018759432,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,209.846272
-0.006634777,0.045306255,-0.000497171,0.037695755,5,1.2574315,0.091740843,moreNature,waasmodel,Dike 2nd Q x 1.5,648,74.4,221.5431339
-0.0820809,-0.055407532,0.092538958,-0.089588902,13,1.062088564,-0.060915889,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.050280895,0.07336369,0.039985539,-0.026370891,29,1.073044913,0.095425246,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,2216,215.202,232.0931672
-0.06798906,-0.043196661,-0.053105401,0.042447902,15,1.14611409,0.015786659,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,802,98.4,231.3407144
0.09354214,0.04850135,-0.076172326,-0.000451548,16,1.095847656,-0.071915613,moreNature,waasmodel,Dike 2nd Q x 1.5,0,0,222.9200875
0.004389607,0.095412798,0.003063987,0.060910559,28,1.520991137,0.079826744,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,487,79.5076,232.0931672
0.083400131,0.025601187,0.075863816,0.080559528,18,1.390693245,-0.025935238,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,524,78.2928,232.0931672
-0.032699795,0.070185846,-0.041299698,0.02982127,29,1.571427461,0.017053029,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,2257,215.202,232.0931672
0.087723683,-0.0671246,0.066396519,0.093530037,8,1.591191576,0.005994955,NoChange,waasmodel,Dike 2nd Q x 1.5,493,73.5448,232.0931672
-0.087586556,0.019612145,-0.03928443,-0.007397672,22,1.210162433,-0.085054764,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,1192,112,232.0931672
-0.080638542,0.053439678,0.038717401,0.018573284,27,1.301063126,-0.024517943,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,230.9840666
-0.090440446,-0.086766796,0.027524703,-0.073474288,25,1.476134022,0.068946514,Deurbanization,waasmodel,Dike 2nd Q x 1.5,1403,127.892,294.1559956
0.011489519,-0.010863168,-0.021116826,-0.032134942,21,1.463050182,-0.019304616,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
0.010013834,0.022087148,0.003372067,0.01683171,7,1.143387743,-0.05835918,NoChange,waasmodel,Dike 2nd Q x 1.5,0,0,140.8667284
0.014393882,-0.024155079,-0.002497748,0.005444046,16,1.530059261,0.034993564,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,222.9200875
-0.026391923,0.013421895,-0.006772389,0.03171461,7,1.566942777,-0.099690504,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,0,0,140.8667284
0.000583093,-0.053328273,0.047517283,0.043074142,11,1.000099901,-0.051193798,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
-0.036698842,-0.096890046,-0.065141629,0.062173281,10,1.209656704,0.045669497,NoChange,waasmodel,Dike 2nd Q x 1.5,0,0,228.0781364
-0.078770387,-0.085990202,-0.037345452,-0.087938033,11,1.049282076,0.002634057,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
0.002208838,-0.025985524,-0.067768282,-0.021724021,16,1.026580074,0.021614911,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,0,0,222.9200875
-0.013146877,0.037762572,-0.090627812,0.027962917,28,1.569990069,0.080141703,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,514,85.4768,232.0931672
0.029557388,0.071959764,0.048814767,-0.041533617,6,1.5833398,-0.035861997,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,230.8677212
-0.019530662,-0.083732595,-0.038929715,-0.062981276,5,1.349148312,-0.001452265,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,825,98.4,221.5431339
-0.071877868,0.07122296,-0.055359283,0.099220401,7,1.375611072,-0.072508514,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,0,0,140.8667284
0.064429749,0.013942475,-0.058857368,0.064130922,28,1.036306377,-0.08703672,Deurbanization,waasmodel,Dike 2nd Q x 1.5,452,69.1692,232.0931672
0.004773062,0.041773107,-0.097709261,0.017635078,10,1.123893877,-0.010184192,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,228.0781364
0.044797547,-0.098618512,0.079923378,0.058747023,5,1.21910161,0.076756709,Deurbanization,waasmodel,Dike 2nd Q x 1.5,604,64.8,221.5431339
-0.087098152,-0.07992373,0.080766487,0.007245382,16,1.474878696,-0.042215467,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,222.9200875
0.018244733,-0.052950558,-0.060723317,0.009471166,2,1.408689008,0.073300154,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,2350,103.5216,232.0931672
0.058441562,0.090030202,0.010973838,-0.022192125,2,1.597985406,-0.024289066,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,2575,121.0436,232.0931672
-0.011538109,-0.060153131,-0.081177976,0.074893435,5,1.49555667,-0.035179425,NoChange,waasmodel,Dike 2nd Q x 1.5,645,74.4,221.5431339
0.025667962,0.02518915,0.061014572,0.070712232,4,1.05775293,-0.040051745,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,203.6475574
-0.035819775,0.093969027,0.052818628,0.019672124,3,1.479473322,0.058654646,NoChange,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
0.046587136,0.01821967,-0.096113182,-0.014795529,17,1.443767605,0.068283208,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,0,0,208.839227
-0.008337645,-0.036177896,-0.00917465,-0.08201113,29,1.313867235,0.065939682,urbanizationLargeSteady,waasmodel,Dike 2nd Q x 1.5,2687,253.305,232.0931672
-0.011036983,-0.004567205,0.066685856,0.037387428,2,1.557808772,0.023111801,NoChange,waasmodel,Dike 2nd Q x 1.5,2086,83.2016,232.0931672
-0.009241677,0.028410237,0.098079834,-0.038324256,11,1.240765919,0.014451382,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,232.0931672
0.07221041,0.009949663,-0.061129721,-0.037979078,26,1.579083528,-0.00393858,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,0,0,228.737103
-0.089776972,0.083654536,-0.096974494,-0.005111379,21,1.435073932,0.092698526,sustainableGrowth,waasmodel,Dike 2nd Q x 1.5,710,8.64,232.0931672
0.060872889,0.033943155,-0.085038416,-0.023828179,2,1.099195241,0.009008442,urbanizationDeurbanization,waasmodel,Dike 2nd Q x 1.5,2405,103.5216,232.0931672
0.066286982,-0.092358042,-0.095030257,-0.072876102,19,1.314485871,-0.068576906,urbanizationLargeAndFast,waasmodel,Dike 2nd Q x 1.5,1228,142.4,232.0931672
0.074371824,-0.09591266,-0.030496781,0.064808793,27,1.441225323,0.092105353,Deurbanization,waasmodel,Dike 2nd Q x 1.5,0,0,230.9840666
0.059281242,0.036180408,-0.032466848,-0.03604386,4,1.259956607,-0.079589041,moreNature,waasmodel,Dike 2nd Q x 1.5,0,0,203.6475574
0.087180194,0.004598948,-0.023094378,-0.046320133,15,1.169085396,0.028610263,Deurbanization,waasmodel,Dike 2nd Q x 1.5,639,64.8,231.3407144
